ce,ganguli,subparva,similarity,note,first_words_ganguli
13.118,13.117,Anusasanika Parva,0.03,,"""Yudhishthira said, 'Desiring to die or desiring to live, many persons"
13.119,13.118,Anusasanika Parva,0.25,,"""Vyasa said, 'It is in consequence of a meritorious act, O worm, that "
13.120,13.119,Anusasanika Parva,0.18,,"""Bhishma said, 'Having cast off the status of a worm and taken birth a"
13.121,13.120,Anusasanika Parva,0.37,,"""Yudhishthira said, 'Which amongst these three is superior, viz., know"
13.122,13.121,Anusasanika Parva,0.23,,"""Bhishma said, 'Thus addressed by Vyasa, Maitreya, who was a worshippe"
13.123,13.122,Anusasanika Parva,0.45,,"""Bhishma said, 'Thus addressed, the holy one replied unto Maitreya, sa"
13.124,13.123,Anusasanika Parva,0.50,,"""Yudhishthira said, 'O thou that art conversant with all duties, I des"
13.125,13.124;13.125;13.126;13.127,Anusasanika Parva,0.09,,"""Yudhishthira said, 'Which is of superior efficacy, Conciliation or Gi"
13.126,13.128,Anusasanika Parva,0.00,,"""Vayu said, 'I shall recite some duties the observance of which is fra"
13.127,13.129;13.130;13.131;13.132;13.133;13.134,Anusasanika Parva,0.08,,"""Lomasa said, 'The Pitris of those men who, without having wedded wive"
13.128,13.135;13.136;13.137;13.138;13.139;13.140,Anusasanika Parva,0.14,,"""Yudhishthira said, 'Who are those persons, O Bharata, from whom a Bra"
13.129,13.141,Anusasanika Parva,0.17,,"""The blessed and holy one said, 'In days of yore, a blessed woman was "
13.130,13.142,Anusasanika Parva,0.35,,"""Uma said, 'Forest recluses reside in delightful regions, among the sp"
13.131,13.143,Anusasanika Parva,0.28,,"""Uma said, 'O holy one, O thou that didst tear off the eyes of Bhaga a"
13.132,13.144,Anusasanika Parva,0.02,,"""Uma said, 'O holy one, O Lord of all beings, O thou that art worshipp"
13.133,13.145,Anusasanika Parva,0.10,,"""Uma said, 'By what disposition, what conduct, what acts, and what gif"
13.134,13.146,Anusasanika Parva,0.38,,"""Narada said, 'Having said these words, the puissant Mahadeva himself "
13.135,13.147;13.148;13.149;13.150,Anusasanika Parva,0.15,,"""The Rishis said, 'O wielder of Pinaka, O tearer of the eyes of Bhaga,"
13.136,13.151,Anusasanika Parva,0.03,,"""Yudhishthira said, 'Who deserve to be worshipped? Who are they unto w"
13.137,13.152,Anusasanika Parva,0.34,,"""Yudhishthira said, 'Tell us, O king, what is that reward attached to "
13.138,13.153,Anusasanika Parva,0.27,,"""The god of wind said, 'Hear, O deluded man, what the attributes are t"
13.139,13.154,Anusasanika Parva,0.66,,"""The god of wind said, 'Once on a time, O king, a ruler of the name of"
13.140,13.155,Anusasanika Parva,0.47,,"""Bhishma said, ""Thus addressed, king Arjuna remained silent. The god o"
13.141,13.156,Anusasanika Parva,0.61,,"""Bhishma said, 'Thus addressed, Arjuna remained silent. The god of win"
13.142,13.157,Anusasanika Parva,0.59,,"""Bhishma said, 'Hearing these words of the god of wind, Arjuna remaine"
13.143,13.158,Anusasanika Parva,0.39,,"""Yudhishthira said, 'Thou always worshippest, O king, Brahmanas of pra"
13.144,13.159,Anusasanika Parva,0.38,,"""Yudhishthira said, 'Do thou tell us, O slayer of Madhu, what the pros"
13.145,13.160,Anusasanika Parva,0.44,,"""Yudhishthira said, 'It behoveth thee, O slayer of Madhu, to expound t"
13.146,13.161,Anusasanika Parva,0.50,,"""Vasudeva said, 'O mighty-armed Yudhishthira, listen to me as I recite"
13.147,13.161,Anusasanika Parva,0.02,merged,"""Vasudeva said, 'O mighty-armed Yudhishthira, listen to me as I recite"
13.148,13.162,Anusasanika Parva,0.16,,"""Vaisampayana said, 'After Krishna, the son of Devaki, had said these "
13.149,13.168,Anusasanika Parva,0.01,,"""Yudhishthira said, 'It is seen that if a person happens to be unfortu"
13.150,13.164,Anusasanika Parva,0.00,,"""Bhishma said, 'If one does acts oneself that are good or causes other"
13.151,13.165,Anusasanika Parva,0.55,,"""Vaisampayana said, 'That perpetuator of Kuru's race, viz., Yudhishthi"
13.152,13.166,Anusasanika Parva,0.32,,"""Janamejaya said, 'When that foremost person among the Kauravas, viz.,"
13.153,13.167,Anusasanika Parva,0.38,,"""Vaisampayana said, 'Then the royal son of Kunti, having duly honoured"
13.154,13.168,Anusasanika Parva,0.44,,"""Vaisampayana said, 'Having said so unto all the Kurus, Bhishma, the s"
14.1,14.1,Aswamedhika Parva,0.55,,"OM! HAVING BOWED down unto Narayana, and Nara the foremost of male bei"
14.2,14.2,Aswamedhika Parva,0.33,,"""Vaisampayana said, ""Thus addressed by the intelligent king Dhritarash"
14.3,14.3,Aswamedhika Parva,0.32,,"""Vyasa said, 'O Yudhishthira, thy wisdom, I conceive, is not adequate."
14.4,14.4,Aswamedhika Parva,0.48,,"""Yudhishthira said, 'O righteous one, I am desirous of hearing the his"
14.5,14.5,Aswamedhika Parva,0.38,,"""Yudhishthira said, 'O best of speakers, how that king became so power"
14.6,14.6,Aswamedhika Parva,0.41,,"""Vyasa said, 'The ancient legend of Vrihaspati and the wise Marutta is"
14.7,14.7,Aswamedhika Parva,0.24,,"""Samvarta said, 'How hast thou come to know me, and who has referred t"
14.8,14.8,Aswamedhika Parva,0.59,,"""Samvarta said, ""There is a peak named Munjaban on the summits of the "
14.9,14.9,Aswamedhika Parva,0.39,,"""Indra said, ""Dost thou, O Vrihaspati, sleep in peace, and are thy ser"
14.10,14.5,Aswamedhika Parva,0.40,,"""Indra said, ""Even so it is; the might of Brahmanas is great and there"
14.11,14.11,Aswamedhika Parva,0.47,,"Vaisampayana said, ""When Vyasa of wonderful achievements had concluded"
14.12,14.12,Aswamedhika Parva,0.36,,"""Vasudeva said, ""There are two kinds of ailments, physical and mental."
14.13,14.13,Aswamedhika Parva,0.15,,"""Vasudeva said, ""O scion of Bharata's race, salvation is not attained "
14.14,14.14,Aswamedhika Parva,0.22,,"""Vaisampayana said, ""With such speeches as these, was the royal saint "
14.15,14.15,Aswamedhika Parva,0.30,,"Janamejaya said, 'O the best of regenerate beings, when the Pandavas h"
14.16,14.16,Anugita Parva,0.37,,"""Janamejaya said, ""When the high-souled Kesava and Arjuna after slayin"
14.17,14.17,Anugita Parva,0.23,,"""Vasudeva said, touching the feet of that sage, the Brahmana asked him"
14.18,14.18,Anugita Parva,0.17,,"""--The Brahmana said, 'The acts, good and bad, that a Jiva does are no"
14.19,14.19,Anugita Parva,0.25,,"""--The Brahmana said, 'He who becomes absorbed in the one receptacle ("
14.20,14.20,Anugita Parva,0.32,,"""Vasudeva said, 'In this connection is cited the ancient narrative, O "
14.21,14.21,Anugita Parva,0.17,,"""The Brahmana said, 'In this connection is cited the following ancient"
14.22,14.22,Anugita Parva,0.01,,"""The Brahmana said, 'In this connection is cited the ancient story, O "
14.23,14.23,Anugita Parva,0.76,,"""The Brahmana said, 'In this connection, O blessed lady, is cited the "
14.24,14.24,Anugita Parva,0.35,,"""The Brahmana said, 'In this connection is cited the ancient story of "
14.25,14.25,Anugita Parva,0.32,,"""The Brahmana said, 'In this connection is recited the ancient story o"
14.26,14.26,Anugita Parva,0.15,,"""The Brahmana said, 'There is one Ruler. There is no second beside him"
14.27,14.27,Anugita Parva,0.06,,"""The Brahmana said, 'Having crossed that impassable fastness (the worl"
14.28,14.28,Anugita Parva,0.36,,"""The Brahmana said, 'I do not smell scents. I do not perceive tastes. "
14.29,14.29,Anugita Parva,0.41,,"""The Brahmana said, 'In this connection is cited the ancient story, O "
14.30,14.30,Anugita Parva,0.49,,"""The Pitris said, 'In this connection is cited this old history. Havin"
14.31,14.31,Anugita Parva,0.00,,"""The Brahmana said, 'There are three foes in the world. They are said "
14.32,14.32,Anugita Parva,0.45,,"""The Brahmana said, 'In this connection is cited the old narrative, O "
14.33,14.33,Anugita Parva,0.02,,"""The Brahmana said, 'I do not, O timid one, move in this world in that"
14.34,14.34,Anugita Parva,0.48,,"""The Brahmana's wife said, 'This is incapable of being understood by a"
14.35,14.35,Anugita Parva,0.18,,"""Arjuna said, 'It behoveth thee to expound Brahma to me,--that which i"
14.36,14.36,Anugita Parva,0.05,,"""Brahma said, 'That which is unmanifest, which is indistinct, all-perv"
14.37,14.37,Anugita Parva,0.20,,"""Brahman said, 'Ye best of beings, I shall now declare to you accurate"
14.38,14.38,Anugita Parva,0.03,,"""Brahmana said, 'I shall, after this discourse to you on that excellen"
14.39,14.39,Anugita Parva,0.03,,"""Brahmana said, 'The qualities are incapable of being declared as comp"
14.40,14.40,Anugita Parva,0.14,,"""Brahmana said, 'From the unmanifest first sprang Mahat (the Great Sou"
14.41,14.41,Anugita Parva,0.05,,"""Brahmana said, 'That Mahat who was first produced is called Egoism. W"
14.42,14.42,Anugita Parva,0.22,,"'Brahmana said, From Egoism were verily born the five great elements. "
14.43,14.43,Anugita Parva,0.37,,"""Brahmana said, 'Among men, the royal Kshatriya is (endued with) the m"
14.44,14.44,Anugita Parva,0.24,,"""Brahmana said, 'I shall now tell you truly about all that which has a"
14.45,14.45,Anugita Parva,0.03,,"""Brahmana said, 'The wheel of life moves on. It has the understanding "
14.46,14.46,Anugita Parva,0.04,,"""Brahmana said, 'Duly studying thus to the best of his power, in the w"
14.47,14.47,Anugita Parva,0.13,,"""Brahmana said. 'The ancients who were utterers of certain truth, say "
14.48,14.48;14.49,Anugita Parva,0.13,,"""Brahmana said, 'Some regard Brahman as a tree. Some regard Brahman as"
14.49,14.50,Anugita Parva,0.11,,"""Brahmana said, 'Well then, I shall declare to you what you ask. Learn"
14.50,14.51,Anugita Parva,0.20,,"""Brahmana said, 'Since the mind is the ruler of these five elements, i"
14.51,14.52,Anugita Parva,0.47,,"""Vaisampayana said, 'After this, Krishna ordered Daruka, saying--Let m"
14.52,14.53,Anugita Parva,0.27,,"""Vaisampayana said, 'As he of Vrishni's race was proceeding to Dwaraka"
14.53,14.54,Anugita Parva,0.37,,"""Utanka said, 'Do thou, O Kesava, tell me that faultless Adhyatma. Hav"
14.54,14.55,Anugita Parva,0.24,,"""Utanka said, 'I know thee, O Janarddana, to be the creator of the uni"
14.55,14.56,Anugita Parva,0.29,,"""Janamejaya said, 'With what penances was the high-souled Utanka endue"
14.56,14.57,Anugita Parva,0.23,,"""Vaisampayana said, ""Beholding the king, who had become so, of frightf"
14.57,14.58,Anugita Parva,0.39,,"""Vaisampayana said, 'Utanka, coming back to king Saudasa who was alway"
14.58,14.59,Anugita Parva,0.52,,"""Janamejaya said, 'After having conferred that boon on Utanka, O forem"
14.59,14.60,Anugita Parva,0.45,,"""Vasudeva said, 'O thou of Vrishni's race, I have repeatedly heard men"
14.60,14.61,Anugita Parva,0.36,,"""Vaisampayana said, 'After the high-souled Vasudeva of great prowess h"
14.61,14.62,Anugita Parva,0.37,,"""Vaisampayana said, 'Having heard these words of his son Vasudeva, tha"
14.62,14.63,Anugita Parva,0.38,,"""Janamejaya said, 'Having heard these words, O regenerate one, that we"
14.63,14.64,Anugita Parva,0.16,,"""Vaisampayana said, 'They then set out, with cheerful hearts, and acco"
14.64,14.65,Anugita Parva,0.38,,"""'The Brahmanas said, 'Let offerings be made unto the high-souled Maha"
14.65,14.66,Anugita Parva,0.45,,"""Vaisampayana said, 'Meanwhile, Vasudeva of great energy accompanied b"
14.66,14.67,Anugita Parva,0.41,,"""Vaisampayana said, 'After Kunti had sat up, Subhadra, beholding her b"
14.67,14.68,Anugita Parva,0.28,,"""Vaisampayana said, 'Thus addressed, O king, (by his sister and others"
14.68,14.69,Anugita Parva,0.38,,"""Vaisampayana said, 'The helpless Uttara, desirous of getting back her"
14.69,14.70,Anugita Parva,0.36,,"""Vaisampayana said, 'When the Brahma-weapon was withdrawn by Krishna, "
14.70,14.71,Anugita Parva,0.38,,"Vaisampayana, said, 'Hearing that the Pandavas were near, that crusher"
14.71,14.72,Anugita Parva,0.42,,"""Vaisampayana said, 'Thus addressed by Krishna, Yudhishthira, the son "
14.72,14.73,Anugita Parva,0.26,,"""Vaisampayana said, 'When the hour for initiation came, all those grea"
14.73,14.74,Anugita Parva,0.54,,"""Vaisampayana said. 'A battle took place between the diadem-decked (Ar"
14.74,14.75,Anugita Parva,0.50,,"""Vaisampayana said, 'That foremost of steeds then proceeded to the rea"
14.75,14.76,Anugita Parva,0.52,,"""Vaisampayana said, 'Thus waged that battle, O chief of the Bharatas, "
14.76,14.77,Anugita Parva,0.32,,"""Vaisampayana said, 'There occurred a great battle between the diadem-"
14.77,14.78,Anugita Parva,0.54,,"""Vaisampayana said, 'The irresistible wielder of Gandiva, addresst for"
14.78,14.79,Anugita Parva,0.30,,"""Vaisampayana said, 'The ruler of Manipura, Vabhruvahana, hearing that"
14.79,14.79,Anugita Parva,0.18,merged,"""Vaisampayana said, 'The ruler of Manipura, Vabhruvahana, hearing that"
14.80,14.79,Anugita Parva,0.10,merged,"""Vaisampayana said, 'The ruler of Manipura, Vabhruvahana, hearing that"
14.81,14.80,Anugita Parva,0.30,,"""Vaisampayana said, 'That lady of eyes like lotus petals, having indul"
14.82,14.81,Anugita Parva,0.34,,"""Arjuna said, 'What business brought thee here, O daughter (-in-law) o"
14.83,14.82,Anugita Parva,0.42,,"""Vaisampayana said, 'The (sacrificial) steed, having wandered over the"
14.84,14.83,Anugita Parva,0.64,,"""Vaisampayana said, 'Worshipped by the ruler of Magadha, Pandu's son h"
14.85,14.84,Anugita Parva,0.45,,"""Vaisampayana said, 'The heroic son of Sakuni, who was a mighty car-wa"
14.86,14.85,Anugita Parva,0.41,,"""Vaisampayana said, 'Having said these words, Partha set out, followin"
14.87,14.85,Anugita Parva,0.02,merged,"""Vaisampayana said, 'Having said these words, Partha set out, followin"
14.88,14.86,Anugita Parva,0.38,,"""Vaisampayana said, 'Beholding those kings--lords of Earth--all conver"
14.89,14.87,Anugita Parva,0.53,,"""Yudhishthira said, 'I have heard, O Krishna, thy agreeable words. The"
14.90,14.88,Anugita Parva,0.42,,"""Vaisampayana said, 'Entering the palace of the Pandavas the mighty-ar"
14.91,14.89,Anugita Parva,0.19,,"""Vaisampayana said, 'Having cooked, according to due rites, the other "
14.92,14.90,Anugita Parva,0.18,,"""Janamejaya said, 'It behoveth thee to tell me of any wonderful incide"
14.93,14.90,Anugita Parva,0.12,merged,"""Janamejaya said, 'It behoveth thee to tell me of any wonderful incide"
14.94,14.91,Anugita Parva,0.29,,"""Janamejaya said, 'O puissant Rishi, kings are attached to sacrifices."
14.95,14.92,Anugita Parva,0.37,,"""Janamejaya said, 'If, O illustrious one, Heaven is the fruit of wealt"
14.96,14.92,Anugita Parva,0.16,merged,"""Janamejaya said, 'If, O illustrious one, Heaven is the fruit of wealt"
15.1,15.1,Asramavasa Parva,0.26,,"OM! AFTER HAVING bowed down to Narayana, and Nara, the foremost of men"
15.2,15.1,Asramavasa Parva,0.03,merged,"OM! AFTER HAVING bowed down to Narayana, and Nara, the foremost of men"
15.3,15.2,Asramavasa Parva,0.14,,"""Vaisampayana said, 'Thus worshipped by the Pandavas, the royal soil o"
15.4,15.3,Asramavasa Parva,0.19,,"""Vaisampayana said, 'The people who lived in the Kuru kingdom failed t"
15.5,15.3,Asramavasa Parva,0.14,merged,"""Vaisampayana said, 'The people who lived in the Kuru kingdom failed t"
15.6,15.3,Asramavasa Parva,0.13,merged,"""Vaisampayana said, 'The people who lived in the Kuru kingdom failed t"
15.7,15.3,Asramavasa Parva,0.05,merged,"""Vaisampayana said, 'The people who lived in the Kuru kingdom failed t"
15.8,15.4,Asramavasa Parva,0.18,,"""Vyasa said, 'O mighty-armed Yudhishthira, do without any scruple what"
15.9,15.5,Asramavasa Parva,0.21,,"""Vaisampayana said, 'Having received the king's permission, king Dhrit"
15.10,15.5,Asramavasa Parva,0.00,merged,"""Vaisampayana said, 'Having received the king's permission, king Dhrit"
15.11,15.6,Asramavasa Parva,0.34,,"""Dhritarashtra said, Thou shouldst always ascertain the Mandalas that "
15.12,15.7,Asramavasa Parva,0.25,,"""Dhritarashtra said, 'O best of kings, thou shouldst also reflect prop"
15.13,15.8,Asramavasa Parva,0.34,,"""Yudhishthira said, 'O lord of Earth, I shall do as thou biddest me. O"
15.14,15.9,Asramavasa Parva,0.04,,"""Dhritarashtra said, 'Santanu duly ruled this Earth. Similarly, Vichit"
15.15,15.10,Asramavasa Parva,0.16,,"""Vaisampayana said, 'Thus addressed, O thou of Kuru's race, by the old"
15.16,15.10,Asramavasa Parva,0.10,merged,"""Vaisampayana said, 'Thus addressed, O thou of Kuru's race, by the old"
15.17,15.11,Asramavasa Parva,0.33,,"""Vaisampayana said, 'After that night had passed away, Dhritarashtra, "
15.18,15.12,Asramavasa Parva,0.48,,"""Arjuna said, 'O Bhima, thou art my elder brother and, therefore, my s"
15.19,15.13,Asramavasa Parva,0.30,,"""Vaisampayana said, 'Thus addressed by king Yudhishthira, Vidura, that"
15.20,15.14,Asramavasa Parva,0.35,,"""Vaisampayana said,--'Thus addressed by Vidura, king Dhritarashtra bec"
